940,Jim Jefferies: I Swear to God,Tilly Barley,518412042-4,False
941,"Not for or Against (Quite the Contrary) (Ni pour,ni contre (bien au contraire))",Margit Bateson,False
942,Bananas!*,Pris Ducker,322316994-6,False
943,According to Spencer,Othello Dunaway,173765014-2,False
944,Newsfront,Ancell Aris,318133938-5,False
945,"Bridge,The (Most)",Chance Betz,False
946,"Flesh Merchant,The (Wild and Wicked,The)",False
947,American Ninja 5,Humberto Younger,626811380-2,False
948,Canned Dreams (Säilöttyjä unelmia),Riley McFarland,445103710-7,False
949,Analyze That,Cathe Rubinfajn,747836482-9,False
950,Barefoot (Barfuss),Gwendolen Gorham,733435462-1,False
951,"Guyver,The",Octavia Batts,False
952,Indian Summer,Raf Windram,064456182-3,False
953,The Sex and Violence Family Hour,Gussie Ornells,457939249-3,False
954,Mezzo Forte,Shawna Emms,286668268-8,False
955,"Sentinel,The",Minny Bridgement,False
956,"Marquise of O,The (Marquise von O...,Die)",False
957,Meetin' WA,Anet Coaster,650640677-1,False
958,Burning Palms,Myca Tyre,729001720-X,False
959,El Lobo,Corty Cramer,604227037-0,False
960,We Live Again,Clarabelle Hallybone,595369768-6,False
961,"Hitchhiker's Guide to the Galaxy,The",Cos Bonehill,False
962,Made in America,Adelaide Cheel,923150140-2,False
963,Cut and Run (Inferno in diretta),Barbabas Fussie,447407776-8,False
964,Queen of the Damned,Sanders Irdale,431509350-5,False
965,Distant Thunder (Ashani Sanket),Laryssa de Courcey,829222725-3,False
966,Vital,Carissa Arnison,864687034-0,False
967,"Kindred,The",Von Ruos,False
968,Joanna,Payton Gritland,103767754-4,False
969,"Baby,the Rain Must Fall",Dennet Abethell,False
970,Tokyo Joe,Ricard Panniers,950534781-2,False
971,Secret Sunshine (Milyang),Rebbecca Reidie,323639942-2,False
972,"Acla,The Descent into Floristella (La discesa di Aclà a Floristella)",Candice Coviello,False
973,Hurry Sundown,Brose Bertomieu,381695803-6,False
974,"Satan Bug,The",Leora Fibbens,False
975,Family Business,Thedric Dumphy,167055392-2,False
976,No Man's Land,Kinnie Lemoir,033878140-4,False
977,"Glenn Miller Story,The",Gypsy Hartles,False
978,Juno and the Paycock,Kristoffer Tidbold,982809068-6,False
979,"Devil and Max Devlin,The",Robbie Yurlov,False
980,Reclaim,Jacklyn Drinkwater,709102723-X,False
981,"Loveless,The (Breakdown)",Shayna Simonett,False
982,Killing Lincoln,Caresse Cow,759850232-3,False
983,Medium Cool,Yetta Legge,813054292-7,False
984,Rescue Dawn,Reiko Poynser,533634824-4,False
985,"Flight of the Red Balloon (Voyage du ballon rouge,Le)",Mimi Hollingsby,False
986,Carancho,Francene Aartsen,160031474-0,False
987,Ecstasy (Éxtasis),Derk Norway,623752562-9,False
988,Fruitvale Station,Allegra Abrahamsen,348941049-1,False
989,Scatter My Ashes at Bergdorf's,Margie McCart,832169641-4,False
990,6 Bullets,Rozele Mocquer,400345623-8,False
991,"Guardian,The",Felita Scotts,False
992,Chain of Fools,Tandie Wooffitt,296395780-7,False
993,Varan the Unbelievable,Artemas Beuscher,800438326-2,False
994,Symmetry (Symetria),Shaylynn Chastaing,065469838-4,False
995,Glue,Saree Sussams,234179941-8,False
996,"Strawberry Blonde,The",Arnold Doneld,False
997,7 Faces of Dr. Lao,Fairleigh Giabucci,017881717-1,False
998,Strange Invaders,Erminie Ferguson,617452655-0,False
999,"Honeymoon Killers,The",Alvira Swindin,False
1000,Shout,Willy Connolly,415144762-8,False
1001,The Bees Knees,XD,67676767-6,False
1002,Horse,Braeden,83974938-9,False
